sample_id,ground_truth_equal,ground_truth_san,ground_truth_posformer,san_prediction,posformer_prediction,san_correct_gt_san,posformer_correct_gt_san,oracle_correct_gt_san,outcome_gt_san,san_correct_gt_posformer,posformer_correct_gt_posformer,oracle_correct_gt_posformer,outcome_gt_posformer,san_changes_correctness,posformer_changes_correctness
18_em_22,True,p _ { 1 } ^ { \gamma _ { 1 } } p _ { 2 } ^ { \gamma _ { 2 } } \cdots p _ { n } ^ { \gamma _ { n } },p _ { 1 } ^ { \gamma _ { 1 } } p _ { 2 } ^ { \gamma _ { 2 } } \cdots p _ { n } ^ { \gamma _ { n } },p _ { 1 } ^ { \gamma _ { 1 } } p _ { 2 } ^ { \gamma _ { 2 } } \ldots p _ { n } ^ { \gamma _ { n } },p _ { 1 } ^ { \gamma _ { 1 } } p _ { 2 } ^ { \gamma _ { 2 } } \ldots p _ { n } ^ { \gamma _ { n } },False,False,False,both_wrong,False,False,False,both_wrong,False,False
18_em_23,True,\frac { 1 8 \div 6 } { 2 4 \div 6 } = \frac { 3 } { 4 },\frac { 1 8 \div 6 } { 2 4 \div 6 } = \frac { 3 } { 4 },\frac { 1 8 \div 6 } { 2 4 \div 6 } = \frac { 3 } { 4 },\frac { 1 8 \div 6 } { 2 4 \div 6 } = \frac { 3 } { 4 },True,True,True,both_correct,True,True,True,both_correct,False,False
18_em_24,True,\frac { 7 5 2 9 5 3 6 } { 1 5 6 2 5 },\frac { 7 5 2 9 5 3 6 } { 1 5 6 2 5 },\frac { 7 5 2 9 5 3 6 } { 1 5 6 2 5 },\frac { 7 5 2 9 5 3 6 } { 1 5 6 2 5 },True,True,True,both_correct,True,True,True,both_correct,False,False
18_em_3,True,"q _ { 1 } , q _ { 2 } , \ldots , q _ { m }","q _ { 1 } , q _ { 2 } , \ldots , q _ { m }","q _ { 1 } , q _ { 2 } , \ldots , q _ { m }","q _ { 1 } , q _ { 2 } , \ldots , q _ { m }",True,True,True,both_correct,True,True,True,both_correct,False,False
18_em_4,True,e ^ { - n },e ^ { - n },e ^ { - n },e ^ { - n },True,True,True,both_correct,True,True,True,both_correct,False,False
18_em_5,False,\int g = \lim _ { n \rightarrow \infty } \int g _ { n },\int g = \lim \limits _ { n \rightarrow \infty } \int g _ { n },\int g = \lim _ { n \rightarrow \infty } \int g z,\int g = \lim \limits _ { n \rightarrow \infty } \int q _ { n },False,False,False,both_wrong,False,False,False,both_wrong,False,False
18_em_6,True,g ( b ) - g ( a ) = b - a,g ( b ) - g ( a ) = b - a,g ( 0 ) - g ( a ) = b - a,g ( 0 ) - g ( a ) = b - a,False,False,False,both_wrong,False,False,False,both_wrong,False,False
18_em_7,True,\sin ^ { 2 } \theta,\sin ^ { 2 } \theta,\sin ^ { 2 } \theta,\sin ^ { 2 } \theta,True,True,True,both_correct,True,True,True,both_correct,False,False
18_em_8,True,x _ { L L L } \leq x _ { L L },x _ { L L L } \leq x _ { L L },x _ { L L L \leq x _ { L } } \leq x _ { L L },x _ { L L L } \leq x _ { L L },False,True,True,posformer_only,False,True,True,posformer_only,False,False
18_em_9,True,\frac { a } { b + \sqrt { c } },\frac { a } { b + \sqrt { c } },\frac { a } { b + \sqrt { c } },\frac { a } { b + \sqrt { c } },True,True,True,both_correct,True,True,True,both_correct,False,False
20_em_25,True,\sin ( x + y ) = \sin x \cos y + \cos x \sin y,\sin ( x + y ) = \sin x \cos y + \cos x \sin y,\sin ( x + y ) = \sin x \cos y + \cos x \sin y,\sin ( x + y ) = \sin x \cos y + \cos x \sin y,True,True,True,both_correct,True,True,True,both_correct,False,False
20_em_26,True,\frac { 9 } { 9 + \sqrt { 9 } },\frac { 9 } { 9 + \sqrt { 9 } },\frac { 9 } { 9 + \sqrt { 9 } },\frac { 9 } { 9 + \sqrt { 9 } },True,True,True,both_correct,True,True,True,both_correct,False,False
20_em_27,True,R _ { o } = \frac { ( \frac { \beta + 1 } { \beta } ) r _ { e } + ( \beta + 2 + \frac { 2 } { \beta } ) r _ { o } } { 2 + \frac { 2 } { \beta } },R _ { o } = \frac { ( \frac { \beta + 1 } { \beta } ) r _ { e } + ( \beta + 2 + \frac { 2 } { \beta } ) r _ { o } } { 2 + \frac { 2 } { \beta } },b _ { 0 } = \frac { ( \frac { \beta + 1 } { P } ) e + ( p + 2 + \frac { 2 } { 0 } } { 2 + \frac { 2 } { r } },R _ { 0 } = \frac { ( \frac { s + 1 } { p } ) r _ { e } + ( p + 2 + \frac { 2 } { n } } { 2 + \frac { 2 } { n } ) \alpha _ { 0 } },False,False,False,both_wrong,False,False,False,both_wrong,False,False
20_em_28,True,1 . 3 7 9 1 9 4 1 7 1,1 . 3 7 9 1 9 4 1 7 1,1 . 3 7 9 1 9 7 1 7 1,1 \cdot 3 7 9 1 9 4 1 7 1,False,False,False,both_wrong,False,False,False,both_wrong,False,False
20_em_29,True,"( - \infty , \infty )","( - \infty , \infty )","( - \infty , \infty )","( - \infty , \infty )",True,True,True,both_correct,True,True,True,both_correct,False,False
20_em_30,True,I _ { S },I _ { S },[ s,I _ { S },False,True,True,posformer_only,False,True,True,posformer_only,False,False
20_em_31,True,X X ^ { - 1 } = X ^ { - 1 } X = I,X X ^ { - 1 } = X ^ { - 1 } X = I,x x ^ { 1 } = x ^ { - 1 } x = I,x x ^ { - 1 } = x ^ { - 1 } x = I,False,False,False,both_wrong,False,False,False,both_wrong,False,False
20_em_32,True,\frac { \pi } { 3 },\frac { \pi } { 3 },\frac { \pi } { 3 },\frac { \pi } { 3 },True,True,True,both_correct,True,True,True,both_correct,False,False
20_em_33,True,R _ { a } = \frac { R _ { 1 } R _ { 2 } + R _ { 2 } R _ { 3 } + R _ { 3 } R _ { 1 } } { R _ { 2 } },R _ { a } = \frac { R _ { 1 } R _ { 2 } + R _ { 2 } R _ { 3 } + R _ { 3 } R _ { 1 } } { R _ { 2 } },"R _ { a } = \frac { R , R _ { 2 } + R _ { 2 } R _ { 3 } + k _ { 3 } h _ { 1 } } { r _ { 2 } }",R _ { a } = \frac { R _ { 2 } + R _ { 2 } R _ { 3 } + R _ { 3 } R _ { 1 } } { R _ { 2 } },False,False,False,both_wrong,False,False,False,both_wrong,False,False
20_em_34,True,\sin ( a + b ),\sin ( a + b ),\sin ( a + b ),\sin ( a + b ),True,True,True,both_correct,True,True,True,both_correct,False,False
20_em_35,True,\mu \geq 0,\mu \geq 0,M = 0,M \geq 0,False,False,False,both_wrong,False,False,False,both_wrong,False,False
20_em_36,True,e _ { 5 } - 5 e _ { 4 },e _ { 5 } - 5 e _ { 4 },e _ { 5 } - 5 e _ { 4 },e _ { 5 } - 5 e _ { 4 },True,True,True,both_correct,True,True,True,both_correct,False,False
20_em_37,True,\frac { 3 \times 3 ^ { 2 } } { 2 } + \frac { 5 \times ( - 5 ) ^ { 2 } } { 2 } = \frac { 3 \times v _ { 1 } ^ { 2 } } { 2 } + \frac { 5 \times v _ { 2 } ^ { 2 } } { 2 },\frac { 3 \times 3 ^ { 2 } } { 2 } + \frac { 5 \times ( - 5 ) ^ { 2 } } { 2 } = \frac { 3 \times v _ { 1 } ^ { 2 } } { 2 } + \frac { 5 \times v _ { 2 } ^ { 2 } } { 2 },\frac { 3 \times 3 } { 2 } + \frac { 5 x ( - 5 ) ^ { 2 } } { 2 } + \frac { 5 \times v _ { 2 } ^ { 2 } } { 2 } = \frac { 5 \times v _ { 2 } ^ { 2 } } { 2 } + \frac { 5 \times v _ { 2 } ^ { 2 } } { 2 } = \frac { 5 \times v _ { 2 } ^ { 2 } } { 2 },\frac { 3 \times 3 ^ { 2 } + 5 \times ( - 5 ) ^ { 2 } } { 2 } = \frac { 3 \times u _ { 1 } ^ { 2 } } { 2 } + \frac { 5 \times v _ { 2 } ^ { 2 } } { 2 },False,False,False,both_wrong,False,False,False,both_wrong,False,False
20_em_38,True,Y _ { t + 1 },Y _ { t + 1 },Y _ { t + H },Y _ { t + H },False,False,False,both_wrong,False,False,False,both_wrong,False,False
20_em_39,True,n ^ { 2 } + n - n,n ^ { 2 } + n - n,n ^ { 2 } + n - n,n ^ { 2 } + n - n,True,True,True,both_correct,True,True,True,both_correct,False,False
20_em_40,True,\sqrt { 4 x ^ { 5 } + x },\sqrt { 4 x ^ { 5 } + x },\sqrt { 4 x ^ { 5 } + x },\sqrt { 4 x ^ { 5 } + x },True,True,True,both_correct,True,True,True,both_correct,False,False
20_em_41,True,9 / 5,9 / 5,9 / 5,9 / 5,True,True,True,both_correct,True,True,True,both_correct,False,False
20_em_42,True,1 7,1 7,1 T,1 7,False,True,True,posformer_only,False,True,True,posformer_only,False,False
20_em_43,True,( 6 4 8 + 6 4 8 ) ^ { \frac { 1 } { 4 } } + 8,( 6 4 8 + 6 4 8 ) ^ { \frac { 1 } { 4 } } + 8,( 6 4 8 + 6 4 8 ) ^ { \frac { 1 } { 4 } } + 8,( 6 4 8 + 6 4 8 ) ^ { \frac { 1 } { 4 } } + 8,True,True,True,both_correct,True,True,True,both_correct,False,False
20_em_44,True,8 c m,8 c m,8 c m,8 c m,True,True,True,both_correct,True,True,True,both_correct,False,False
20_em_45,True,\sqrt { C _ { n } },\sqrt { C _ { n } },\sqrt { C _ { n } },\sqrt { C _ { n } },True,True,True,both_correct,True,True,True,both_correct,False,False
20_em_46,True,\frac { d _ { 1 } - 2 } { d _ { 1 } } \frac { d _ { 2 } } { d _ { 2 } + 2 },\frac { d _ { 1 } - 2 } { d _ { 1 } } \frac { d _ { 2 } } { d _ { 2 } + 2 },\frac { d _ { 1 } - 2 } { d } \frac { d _ { 2 } } { d _ { 2 + 2 } },\frac { d _ { 1 } - 2 } { d _ { 1 } } \frac { d _ { 2 } } { d _ { 2 } + z },False,False,False,both_wrong,False,False,False,both_wrong,False,False
20_em_47,True,5 3 9 5,5 3 9 5,5 3 9 5,5 3 9 5,True,True,True,both_correct,True,True,True,both_correct,False,False
20_em_48,True,f ( 1 . 9 9 ) = 3 . 9 9 2 1 9 2 0 1,f ( 1 . 9 9 ) = 3 . 9 9 2 1 9 2 0 1,f ( 1 \cdot 9 ) ) = 3 \cdot 9 9 2 1 > 2 0 1,"f ( 1 , 9 ) ) = 3 \cdot 1 9 2 1 4 9 2 0 1",False,False,False,both_wrong,False,False,False,both_wrong,False,False
20_em_49,True,6 f t,6 f t,6 f t,6 f t,True,True,True,both_correct,True,True,True,both_correct,False,False
23_em_50,True,d ^ { - 7 },d ^ { - 7 },d ^ { - 7 },d ^ { - 7 },True,True,True,both_correct,True,True,True,both_correct,False,False
23_em_51,True,n = p _ { 1 } ^ { e _ { 1 } } p _ { 2 } ^ { e _ { 2 } } \ldots p _ { m } ^ { e _ { m } },n = p _ { 1 } ^ { e _ { 1 } } p _ { 2 } ^ { e _ { 2 } } \ldots p _ { m } ^ { e _ { m } },n = f _ { 1 } ^ { e ^ { l } } f _ { 2 } ^ { e } \ldots f _ { m } ^ { e _ { m } },n = p _ { 1 } ^ { e ^ { 1 } } p _ { 2 } ^ { e ^ { 2 } } \ldots p _ { m } ^ { e m },False,False,False,both_wrong,False,False,False,both_wrong,False,False
23_em_52,True,2 p,2 p,2 p,2 p,True,True,True,both_correct,True,True,True,both_correct,False,False
23_em_53,True,\frac { 1 } { 3 } + \frac { 1 } { 3 },\frac { 1 } { 3 } + \frac { 1 } { 3 },\frac { 1 } { 3 } + \frac { 1 } { 3 },\frac { 1 } { 3 } + \frac { 1 } { 3 },True,True,True,both_correct,True,True,True,both_correct,False,False
23_em_54,True,\beta _ { 0 } = 1 0 0 0,\beta _ { 0 } = 1 0 0 0,\beta _ { 0 } = 1 0 0 0,\beta _ { 0 } = 1 0 0 0,True,True,True,both_correct,True,True,True,both_correct,False,False
23_em_55,True,\sqrt { 1 1 3 },\sqrt { 1 1 3 },\sqrt { 1 1 3 },\sqrt { 1 1 3 },True,True,True,both_correct,True,True,True,both_correct,False,False
23_em_56,True,9 + 2,9 + 2,9 + 2,9 + 2,True,True,True,both_correct,True,True,True,both_correct,False,False
23_em_57,True,\sqrt { 3 ^ { 2 } + 2 ^ { 2 } } = \sqrt { 1 3 },\sqrt { 3 ^ { 2 } + 2 ^ { 2 } } = \sqrt { 1 3 },\sqrt { 3 ^ { 2 } + z ^ { 2 } } = \sqrt { 1 3 },\sqrt { 3 ^ { 2 } + 2 ^ { 2 } } = \sqrt { 1 3 },False,True,True,posformer_only,False,True,True,posformer_only,False,False
23_em_58,True,z ^ { d } + z,z ^ { d } + z,z ^ { d } + z,z ^ { d } + z,True,True,True,both_correct,True,True,True,both_correct,False,False
23_em_59,False,\sum _ { r = 1 } ^ { n } a r ^ { b } = a \sum _ { r = 1 } ^ { n } r ^ { b },\sum \limits _ { r = 1 } ^ { n } a r ^ { b } = a \sum \limits _ { r = 1 } ^ { n } r ^ { b },\sum _ { \gamma = 1 } ^ { n } a ^ { b } = a \sum _ { r = 1 } ^ { n } \gamma ^ { b },\sum \limits _ { \gamma = 1 } ^ { n } a ^ { b } = a \sum \limits _ { \gamma = 1 } ^ { n } \gamma ^ { b },False,False,False,both_wrong,False,False,False,both_wrong,False,False
23_em_60,True,\frac { 2 } { 3 } + \frac { 1 } { 9 } = ( \frac { 7 } { 9 } ),\frac { 2 } { 3 } + \frac { 1 } { 9 } = ( \frac { 7 } { 9 } ),\frac { 2 } { 3 } + \frac { 1 } { q } = ( \frac { 7 } { 9 } ),\frac { 2 } { 3 } + \frac { 1 } { q } = ( \frac { 7 } { 9 } ),False,False,False,both_wrong,False,False,False,both_wrong,False,False
23_em_61,True,\cos 2 \alpha,\cos 2 \alpha,\cos 2 \alpha,\cos 2 \alpha,True,True,True,both_correct,True,True,True,both_correct,False,False
23_em_62,True,t ^ { 2 } + t + x,t ^ { 2 } + t + x,t ^ { 2 } + t + x,t ^ { 2 } + t + x,True,True,True,both_correct,True,True,True,both_correct,False,False
23_em_63,True,F = \sqrt { F _ { x } ^ { 2 } + F _ { y } ^ { 2 } },F = \sqrt { F _ { x } ^ { 2 } + F _ { y } ^ { 2 } },F = \sqrt { F _ { x } ^ { 2 } + F _ { y } ^ { 2 } },F = \sqrt { F _ { x } ^ { 2 } + F _ { y } ^ { 2 } },True,True,True,both_correct,True,True,True,both_correct,False,False
23_em_64,True,\log _ { e } x,\log _ { e } x,\log _ { e } x,\log _ { e } x,True,True,True,both_correct,True,True,True,both_correct,False,False
23_em_65,True,f ( n - 1 ),f ( n - 1 ),f ( n - 1 ),f ( n - 1 ),True,True,True,both_correct,True,True,True,both_correct,False,False
23_em_66,True,z ^ { 3 } + z = z,z ^ { 3 } + z = z,z ^ { 3 } + z = z,F ^ { 3 } + z = z,True,False,True,san_only,True,False,True,san_only,False,False
23_em_67,True,2 ( ( x + 2 ) ^ { 2 } - 4 + 1 ),2 ( ( x + 2 ) ^ { 2 } - 4 + 1 ),2 ( ( x + 2 ) ^ { 2 } - 4 + 1 ),2 ( ( x + 2 ) ^ { 2 } - 4 + 1 ),True,True,True,both_correct,True,True,True,both_correct,False,False
23_em_68,True,\frac { q - p } { \sqrt { p q } },\frac { q - p } { \sqrt { p q } },\frac { a - p } { \sqrt { p q } },\frac { q - b } { \sqrt { p q } },False,False,False,both_wrong,False,False,False,both_wrong,False,False
23_em_69,True,X \leq 1 5,X \leq 1 5,x \leq 1 5,x \leq 1 5,False,False,False,both_wrong,False,False,False,both_wrong,False,False
23_em_70,True,\alpha + \beta = \beta + \alpha,\alpha + \beta = \beta + \alpha,\alpha + \beta = \beta + \alpha,\alpha + \beta = \beta + \alpha,True,True,True,both_correct,True,True,True,both_correct,False,False
23_em_71,True,c T ^ { \prime },c T ^ { \prime },c T ^ { 1 },c T ^ { 1 },False,False,False,both_wrong,False,False,False,both_wrong,False,False
23_em_72,False,\sum _ { i = 1 } ^ { n } x _ { n } = \sum _ { i = 1 } ^ { n } y _ { n },\sum \limits _ { i = 1 } ^ { n } x _ { n } = \sum \limits _ { i = 1 } ^ { n } y _ { n },\sum _ { i = 1 } ^ { n } x _ { n } = \sum _ { i = 1 } ^ { n } y _ { n },\sum \limits _ { i = 1 } ^ { n } x _ { n } = \sum \limits _ { i = 1 } ^ { n } y _ { n },True,False,True,san_only,False,True,True,posformer_only,True,True
23_em_73,True,B _ { m + 1 },B _ { m + 1 },B _ { m + 1 },\beta _ { m + 1 },True,False,True,san_only,True,False,True,san_only,False,False
26_em_75,True,1 - 2 a + b - 2 a b = 1 - 2 b + a - 2 a b,1 - 2 a + b - 2 a b = 1 - 2 b + a - 2 a b,1 - 2 a + b - 2 a b = 1 - 2 b + a - 2 a 6,1 - 2 a + b - 2 a b = 1 - 2 b + a - 2 a b,False,True,True,posformer_only,False,True,True,posformer_only,False,False
26_em_76,True,- m p,- m p,- m p,- m p,True,True,True,both_correct,True,True,True,both_correct,False,False
26_em_77,False,x ^ { i } e _ { i } = \sum _ { i } x ^ { i } e _ { i },x ^ { i } e _ { i } = \sum \limits _ { i } x ^ { i } e _ { i },x ^ { i } e _ { i } = \sum _ { i } ^ { 0 } x ^ { q } e _ { 0 },x ^ { i } e _ { i } = \sum \limits _ { i } x ^ { i } e _ { i },False,False,False,both_wrong,False,True,True,posformer_only,False,True
26_em_78,True,1 6 9,1 6 9,1 6 9,1 6 9,True,True,True,both_correct,True,True,True,both_correct,False,False
26_em_79,True,- a + b + c,- a + b + c,- a + b + c,- a + b + c,True,True,True,both_correct,True,True,True,both_correct,False,False
26_em_80,True,\frac { 3 1 9 } { 2 8 } = 1 1 . 3 9,\frac { 3 1 9 } { 2 8 } = 1 1 . 3 9,\frac { 3 1 9 } { 2 8 } = 1 1 . 3 9,\frac { 3 1 9 } { 2 8 } = 1 1 . 3 9,True,True,True,both_correct,True,True,True,both_correct,False,False
26_em_81,True,- 2 x + \sin ( 2 x + 2 ) - 2,- 2 x + \sin ( 2 x + 2 ) - 2,- 2 x + \sin ( 2 x + 2 ) - 2,- 2 x + \sin ( 2 x + 2 ) - 2,True,True,True,both_correct,True,True,True,both_correct,False,False
26_em_82,True,\frac { 1 } { 2 } t ^ { 2 } u ( t ),\frac { 1 } { 2 } t ^ { 2 } u ( t ),\frac { 1 } { 2 } t ^ { 2 } u ( t ),\frac { 1 } { 2 } t ^ { 2 } u ( t ),True,True,True,both_correct,True,True,True,both_correct,False,False
26_em_83,True,d _ { t } = \frac { a ( t ) - a ( t - 1 ) } { a ( t ) },d _ { t } = \frac { a ( t ) - a ( t - 1 ) } { a ( t ) },d _ { t } = \frac { a ( t ) - a ( t - 1 ) } { a ( t ) },d _ { t } = \frac { a ( t ) - a ( t - 1 ) } { a ( t ) },True,True,True,both_correct,True,True,True,both_correct,False,False
26_em_84,False,S _ { \infty } = \lim _ { n \rightarrow \infty } \frac { a ( 1 - r ^ { n } ) } { 1 - r } = \frac { a } { 1 - r },S _ { \infty } = \lim \limits _ { n \rightarrow \infty } \frac { a ( 1 - r ^ { n } ) } { 1 - r } = \frac { a } { 1 - r },s _ { \infty } = \lim _ { n \rightarrow \infty } \frac { a ( 1 - r ^ { n } ) } { 1 - \infty } = \frac { a } { 1 - p },S _ { \infty } = \lim \limits _ { n \rightarrow \infty } \frac { a ( 1 - r ^ { n } ) } { 1 - v _ { 0 } } = \frac { a } { 1 - \infty },False,False,False,both_wrong,False,False,False,both_wrong,False,False
26_em_85,True,\log _ { u } g,\log _ { u } g,\log _ { u } 9,\log _ { u } q,False,False,False,both_wrong,False,False,False,both_wrong,False,False
26_em_86,True,\log _ { a } x,\log _ { a } x,\log _ { a } x,\log _ { a } x,True,True,True,both_correct,True,True,True,both_correct,False,False
26_em_87,True,\int x \cos ( x ) d x = x \sin ( x ) - \int \sin ( x ) d x,\int x \cos ( x ) d x = x \sin ( x ) - \int \sin ( x ) d x,\int x \cos ( x ) d x = x \cdot ( x - - ) ( s \sin \cos ) d x,\int x \cos ( x ) d x = \sin ( x ) - ( \sin ( x ) d x,False,False,False,both_wrong,False,False,False,both_wrong,False,False
26_em_88,True,v ^ { 2 } - v _ { v } ^ { 2 } = v _ { v } ^ { 2 },v ^ { 2 } - v _ { v } ^ { 2 } = v _ { v } ^ { 2 },v ^ { 2 } - v _ { v } ^ { 2 } = v _ { v } ^ { 2 },v ^ { 2 } - v _ { v } ^ { 2 } = v _ { v } ^ { 2 },True,True,True,both_correct,True,True,True,both_correct,False,False
26_em_89,True,x ^ { 2 } + y ^ { 2 } = l _ { 1 } ^ { 2 } + l _ { 2 } ^ { 2 } + 2 l _ { 1 } l _ { 2 } c _ { 2 },x ^ { 2 } + y ^ { 2 } = l _ { 1 } ^ { 2 } + l _ { 2 } ^ { 2 } + 2 l _ { 1 } l _ { 2 } c _ { 2 },"x ^ { 2 } + y ^ { 2 } = l _ { 1 } ^ { 2 } + l ^ { 2 } + 2 b , l _ { 2 } ( 2",x ^ { 2 } + y ^ { 2 } = l _ { 1 } ^ { 2 } + l _ { 2 } ^ { 2 } + 2 1 l _ { 2 } c _ { 2 },False,False,False,both_wrong,False,False,False,both_wrong,False,False
26_em_90,True,\int \frac { 1 9 } { \sqrt { 9 x - 3 8 } } d x,\int \frac { 1 9 } { \sqrt { 9 x - 3 8 } } d x,\int \frac { 1 9 } { \sqrt { 9 1 - 3 8 } } d x,\int \frac { 1 9 } { \sqrt { 9 x - 3 8 } } d x,False,True,True,posformer_only,False,True,True,posformer_only,False,False
26_em_91,True,k [ a ^ { - 1 } ],k [ a ^ { - 1 } ],f [ [ a ^ { + ] } ],k [ a ^ { - 1 } ],False,True,True,posformer_only,False,True,True,posformer_only,False,False
26_em_92,True,- \frac { 1 1 \pi } { 8 },- \frac { 1 1 \pi } { 8 },- \frac { 1 1 r } { 8 },- \frac { 1 1 r } { 8 },False,False,False,both_wrong,False,False,False,both_wrong,False,False
26_em_93,True,4 \times 4 + 4 - 4,4 \times 4 + 4 - 4,4 X 4 + 4 - 4,4 \times 4 + 4 - 4,False,True,True,posformer_only,False,True,True,posformer_only,False,False
26_em_94,True,[ \frac { 1 } { 2 } \sin ^ { 2 } ( 1 ) ] - [ \frac { 1 } { 2 } \sin ^ { 2 } ( 0 ) ],[ \frac { 1 } { 2 } \sin ^ { 2 } ( 1 ) ] - [ \frac { 1 } { 2 } \sin ^ { 2 } ( 0 ) ],[ \frac { 1 } { 2 } \sin ^ { \sin } ( 3 ) - [ \frac { 1 } { 2 } \sin ^ { 2 } ( 0 ) ],[ \frac { 1 } { 2 } \sin ^ { 2 } + 3 ] - [ \frac { 1 } { 2 } \sin ^ { 2 } ( 0 ) ],False,False,False,both_wrong,False,False,False,both_wrong,False,False
26_em_95,True,\sqrt { a } \sqrt { b } = \sqrt { a b },\sqrt { a } \sqrt { b } = \sqrt { a b },\sqrt { a } = \sqrt { a b },\sqrt { a } \sqrt { b } = \sqrt { a b },False,True,True,posformer_only,False,True,True,posformer_only,False,False
26_em_96,True,4 + 4 + \frac { 4 } { 4 },4 + 4 + \frac { 4 } { 4 },q + 4 + \frac { 4 } { 4 },4 + 4 + \frac { 4 } { 4 },False,True,True,posformer_only,False,True,True,posformer_only,False,False
