sample_id,ground_truth_equal,ground_truth_san,ground_truth_posformer,san_prediction,posformer_prediction,san_correct_gt_san,posformer_correct_gt_san,oracle_correct_gt_san,outcome_gt_san,san_correct_gt_posformer,posformer_correct_gt_posformer,oracle_correct_gt_posformer,outcome_gt_posformer,san_changes_correctness,posformer_changes_correctness
34_em_247,False,( \sum _ { k = 1 } ^ { n } a _ { k } ) ^ { \frac { 1 } { 2 } } \leq \sum _ { k = 1 } ^ { n } a _ { k } ^ { \frac { 1 } { 2 } },( \sum \limits _ { k = 1 } ^ { n } a _ { k } ) ^ { \frac { 1 } { 2 } } \leq \sum \limits _ { k = 1 } ^ { n } a _ { k } ^ { \frac { 1 } { 2 } },( \sum _ { k = 1 } ^ { n } a _ { k } ) ^ { \frac { 1 } { 2 } } \leq \sum _ { n = 1 } ^ { n } a _ { k } ^ { k },( \sum \limits _ { k = 1 } ^ { n } a _ { k } ) ^ { \frac { 1 } { 2 } } \leq \sum \limits _ { \mu = b } ^ { n } a _ { k } ^ { \frac { 1 } { k } },False,False,False,both_wrong,False,False,False,both_wrong,False,False
35_em_16,False,\sum _ { m = 1 } ^ { \infty } \sum _ { n = 1 } ^ { \infty } \frac { m ^ { 2 } n } { 3 ^ { m } ( m 3 ^ { n } + n 3 ^ { m } ) },\sum \limits _ { m = 1 } ^ { \infty } \sum \limits _ { n = 1 } ^ { \infty } \frac { m ^ { 2 } n } { 3 ^ { m } ( m 3 ^ { n } + n 3 ^ { m } ) },\sum _ { n = 1 } ^ { \infty } \sum _ { n = 1 } ^ { \infty } \frac { m ^ { \infty } } { 3 ^ { m } ( m 3 ^ { n } + n 3 ^ { m } ) } \sum _ { n = \infty } ^ { \infty } 3 ^ { m } ),\sum \limits _ { n = 1 } ^ { \infty } \sum \limits _ { n = 1 } ^ { \infty } \frac { m ^ { 2 } n } { 3 ^ { n } ( m 3 ^ { n } + m 3 ^ { m } ),False,False,False,both_wrong,False,False,False,both_wrong,False,False
35_em_18,False,\pi \int _ { 0 } ^ { 1 } x d x,\pi \int \limits _ { 0 } ^ { 1 } x d x,\pi \int _ { 0 },\pi \int \limits _ { 0 } ^ { x d x,False,False,False,both_wrong,False,False,False,both_wrong,False,False
35_em_8,False,\lim _ { z \rightarrow z _ { 0 } } f ( z ) = k,\lim \limits _ { z \rightarrow z _ { 0 } } f ( z ) = k,\lim _ { z \rightarrow z _ { 0 } } f ( z ) = k,\lim \limits _ { z \rightarrow z _ { 0 } } f ( z ) = k,True,False,True,san_only,False,True,True,posformer_only,True,True
36_em_26,False,\sum _ { n = 1 } ^ { 5 } ( 2 n + 1 ),\sum \limits _ { n = 1 } ^ { 5 } ( 2 n + 1 ),\sum _ { n = 1 } ^ { 5 } ( 2 n + 1 ),\sum \limits _ { n = 1 } ^ { 5 } ( 2 n + 1 ),True,False,True,san_only,False,True,True,posformer_only,True,True
36_em_32,False,\lim _ { x \rightarrow 0 } f ( x ),\lim \limits _ { x \rightarrow 0 } f ( x ),\lim _ { x \rightarrow 0 } f ( x ),\lim \limits _ { x \rightarrow 0 } f ( x ),True,False,True,san_only,False,True,True,posformer_only,True,True
36_em_48,False,\sum _ { k } j [ k ],\sum \limits _ { k } j [ k ],\sum _ { m } j [ x ],\sum \limits _ { k } j [ k ],False,False,False,both_wrong,False,True,True,posformer_only,False,True
37_em_14,False,\lim _ { x \rightarrow 0 } f ( x ) = 0,\lim \limits _ { x \rightarrow 0 } f ( x ) = 0,\lim _ { x \rightarrow 0 } f ( x ) = 0,\lim \limits _ { x \rightarrow 0 } f ( x ) = 0,True,False,True,san_only,False,True,True,posformer_only,True,True
37_em_24,False,\lim _ { n \rightarrow \infty } \frac { 2 } { n } \sum _ { i = 1 } ^ { n } \frac { 4 i ^ { 2 } } { n ^ { 2 } },\lim \limits _ { n \rightarrow \infty } \frac { 2 } { n } \sum \limits _ { i = 1 } ^ { n } \frac { 4 i ^ { 2 } } { n ^ { 2 } },\lim _ { n \rightarrow \alpha } \frac { 2 } { n } \sum _ { i = 1 } ^ { n } \frac { 4 } { n ^ { 2 } },\lim \limits _ { n \rightarrow \infty } \frac { 2 } { n } \sum \limits _ { i = 1 } ^ { n } \frac { 4 i ^ { 2 } } { n ^ { 2 } },False,False,False,both_wrong,False,True,True,posformer_only,False,True
37_em_26,False,\int _ { a } ^ { b } f ( x ) d x = \int _ { a } ^ { b } g ( x ) d x,\int \limits _ { a } ^ { b } f ( x ) d x = \int \limits _ { a } ^ { b } g ( x ) d x,\int _ { a } ^ { b } f ( ) d x = \int _ { a } ^ { b } g ( x ) d x,\int \limits _ { a } ^ { b } f ( x ) d x = \int \limits _ { a } ^ { b } g ( x ) d x,False,False,False,both_wrong,False,True,True,posformer_only,False,True
500_em_110,False,x = \sum _ { i } x _ { i },x = \sum \limits _ { i } x _ { i },x = \sum _ { i } x _ { i },x = \sum \limits _ { i } x _ { i },True,False,True,san_only,False,True,True,posformer_only,True,True
501_em_9,False,\int \sum _ { j = 0 } ^ { \infty } a _ { j } z ^ { j } d z = \sum _ { j = 1 } ^ { \infty } \frac { a _ { j - 1 } } { j } x ^ { j },\int \sum \limits _ { j = 0 } ^ { \infty } a _ { j } z ^ { j } d z = \sum \limits _ { j = 1 } ^ { \infty } \frac { a _ { j - 1 } } { j } x ^ { j },\int \sum _ { j = 0 } ^ { \infty } a _ { j } z ^ { j } d z = 2 \frac { a _ { j - 1 } x ^ { j } } { j } x ^ { j },\int \sum \limits _ { j = 0 } ^ { \infty } a _ { j } z ^ { j } d z = \sum \limits _ { j = 1 } ^ { \infty } \frac { a _ { j - 1 } { j } x ^ { j },False,False,False,both_wrong,False,False,False,both_wrong,False,False
502_em_7,False,\sum _ { k = 1 } ^ { n } a _ { k } + \sum _ { k = 1 } ^ { n } b _ { k },\sum \limits _ { k = 1 } ^ { n } a _ { k } + \sum \limits _ { k = 1 } ^ { n } b _ { k },\sum _ { k = 1 } ^ { n } a _ { k } + \sum _ { k = 1 } ^ { n } b _ { k },\sum \limits _ { k = 1 } ^ { n } a _ { k } + \sum \limits _ { k = 1 } ^ { n } b _ { k },True,False,True,san_only,False,True,True,posformer_only,True,True
502_em_8,False,\int _ { - \infty } ^ { \infty } e ^ { - w ^ { 2 } } d w = \sqrt { \pi },\int \limits _ { - \infty } ^ { \infty } e ^ { - w ^ { 2 } } d w = \sqrt { \pi },\int _ { - \infty } ^ { \infty } e ^ { - w ^ { 2 } } d w = \sqrt { \pi },\int \limits _ { - \infty } ^ { \infty } e ^ { - w ^ { 2 } } d w = \sqrt { \pi },True,False,True,san_only,False,True,True,posformer_only,True,True
503_em_26,False,\lim _ { z \rightarrow z _ { 0 } } f ( z ),\lim \limits _ { z \rightarrow z _ { 0 } } f ( z ),\lim _ { z \rightarrow z _ { 0 } } f ( z ),\lim \limits _ { z \rightarrow z _ { 0 } } f ( z ),True,False,True,san_only,False,True,True,posformer_only,True,True
505_em_54,False,\sum _ { n = 1 } ^ { k } x _ { n } z _ { n },\sum \limits _ { n = 1 } ^ { k } x _ { n } z _ { n },\sum _ { n = 1 } ^ { k } x _ { n } z _ { n },\sum \limits _ { n = 1 } ^ { k } x _ { n } z _ { n },True,False,True,san_only,False,True,True,posformer_only,True,True
506_em_67,False,\lim _ { n \rightarrow \infty } \frac { 8 } { n ^ { 3 } } \sum _ { i = 1 } ^ { n } i ^ { 2 },\lim \limits _ { n \rightarrow \infty } \frac { 8 } { n ^ { 3 } } \sum \limits _ { i = 1 } ^ { n } i ^ { 2 },\lim _ { n \rightarrow \infty } \frac { 8 } { n ^ { 3 } } \sum _ { i = 1 } ^ { n } i ^ { 2 },\lim \limits _ { n \rightarrow \infty } \frac { 8 } { n ^ { 3 } } \sum \limits _ { i = 1 } ^ { n } i ^ { 2 },True,False,True,san_only,False,True,True,posformer_only,True,True
507_em_71,False,\sum _ { n = 1 } ^ { 1 0 0 0 0 } ( 1 0 0 0 1 - n ) ^ { - 2 },\sum \limits _ { n = 1 } ^ { 1 0 0 0 0 } ( 1 0 0 0 1 - n ) ^ { - 2 },\sum _ { n = 1 } ^ { 1 0 0 0 0 } ( 1 0 0 0 1 - n ) ^ { - 2 },\sum \limits _ { n = 1 } ^ { 1 0 0 0 } ( 1 0 0 0 1 - n ) ^ { - 2 },True,False,True,san_only,False,False,False,both_wrong,True,False
509_em_92,False,\lim _ { x \rightarrow \infty } p _ { k } ( x ) = \infty,\lim \limits _ { x \rightarrow \infty } p _ { k } ( x ) = \infty,\lim _ { x \rightarrow \infty } p _ { k } ( x ) = \infty,\lim \limits _ { x \rightarrow \infty } p _ { k } ( x ) = \infty,True,False,True,san_only,False,True,True,posformer_only,True,True
511_em_258,False,\sum _ { i = 1 } ^ { n } a _ { i },\sum \limits _ { i = 1 } ^ { n } a _ { i },\sum _ { i = 1 } ^ { n } a _ { i },\sum \limits _ { i = 1 } ^ { n } a _ { i },True,False,True,san_only,False,True,True,posformer_only,True,True
511_em_262,False,\lim _ { n \rightarrow \infty } \frac { x ^ { 3 } } { n ^ { 3 } } \frac { 2 n ^ { 3 } + 3 n ^ { 2 } + n } { 6 },\lim \limits _ { n \rightarrow \infty } \frac { x ^ { 3 } } { n ^ { 3 } } \frac { 2 n ^ { 3 } + 3 n ^ { 2 } + n } { 6 },\lim _ { n \rightarrow \infty } \frac { x ^ { 3 } } { n ^ { 3 } } \frac { 2 n ^ { 3 } + 3 n ^ { 2 } + n } { 6 },\lim \limits _ { n \rightarrow \infty } \frac { x ^ { 3 } } { n ^ { 3 } } \frac { 2 n ^ { 3 } + 3 n ^ { 2 } + n } { 6 },True,False,True,san_only,False,True,True,posformer_only,True,True
511_em_269,False,\sum _ { k = 2 } ^ { 1 0 0 } ( - 1 ) ^ { k } \frac { 1 } { k ^ { 2 } },\sum \limits _ { k = 2 } ^ { 1 0 0 } ( - 1 ) ^ { k } \frac { 1 } { k ^ { 2 } },\sum _ { \alpha = 2 } ^ { 1 0 0 } ( - 1 ) ^ { x } \frac { 1 } { x ^ { 2 } },\sum \limits _ { k = 2 } ^ { 1 0 0 } ( - 1 ) ^ { k } \frac { 1 } { x ^ { 2 } },False,False,False,both_wrong,False,False,False,both_wrong,False,False
511_em_270,False,\frac { 1 } { 2 } \int _ { 1 } ^ { 5 } \cos ( u ) d u,\frac { 1 } { 2 } \int \limits _ { 1 } ^ { 5 } \cos ( u ) d u,\frac { 1 } { 2 } \int _ { 1 } ^ { 5 } \cos ( u ) d u,\frac { 1 } { 2 } \int \limits _ { 1 } ^ { 5 } \cos ( u ) d u,True,False,True,san_only,False,True,True,posformer_only,True,True
512_em_276,False,y _ { i + 1 } = y _ { i } + \int _ { x _ { i } } ^ { x _ { i + 1 } } f d x,y _ { i + 1 } = y _ { i } + \int \limits _ { x _ { i } } ^ { x _ { i + 1 } } f d x,y _ { i + 1 } = y _ { i } + \int _ { x } ^ { x } f _ { x } ^ { x } d x,y _ { i + 1 } = y _ { i } + \int \limits _ { x _ { i } } ^ { x - 1 } f d x,False,False,False,both_wrong,False,False,False,both_wrong,False,False
512_em_290,False,2 \sum _ { x = 1 } ^ { n } x - \sum _ { x = 1 } ^ { n } 1,2 \sum \limits _ { x = 1 } ^ { n } x - \sum \limits _ { x = 1 } ^ { n } 1,2 \sum _ { x = 1 } ^ { n } x - \sum _ { x = 1 } ^ { n } 1,2 \sum \limits _ { x = 1 } ^ { n } x - \sum \limits _ { X = 1 } ^ { n } 1,True,False,True,san_only,False,False,False,both_wrong,True,False
512_em_293,False,\lim _ { n \rightarrow \infty } \frac { 4 } { 3 } \frac { 2 n ^ { 2 } + 3 n + 1 } { n ^ { 2 } },\lim \limits _ { n \rightarrow \infty } \frac { 4 } { 3 } \frac { 2 n ^ { 2 } + 3 n + 1 } { n ^ { 2 } },\lim _ { x \rightarrow \infty } \frac { 2 n ^ { 2 } + 3 n + 1 } { 3 } = n ^ { 2 },\lim \limits _ { x \rightarrow \infty } \frac { 4 } { 3 } \frac { 2 n ^ { 2 } + 3 n + 1 } { n ^ { 2 } },False,False,False,both_wrong,False,False,False,both_wrong,False,False
513_em_314,False,\int _ { - 1 } ^ { 1 } ( f ( z ) - 1 / 2 ) ^ { 2 } d x,\int \limits _ { - 1 } ^ { 1 } ( f ( z ) - 1 / 2 ) ^ { 2 } d x,\int _ { 1 } ^ { 1 } f ( x ) - y ( 2 ) ^ { 2 } d x,\int \limits _ { 1 } ^ { 1 } f ( ( 3 ) - y _ { 2 } ) ^ { 2 } d x,False,False,False,both_wrong,False,False,False,both_wrong,False,False
514_em_334,False,\sum _ { n = 1 } ^ { 1 0 } ( 2 n + 1 ) - \sum _ { n = 1 } ^ { 4 } ( 2 n + 1 ),\sum \limits _ { n = 1 } ^ { 1 0 } ( 2 n + 1 ) - \sum \limits _ { n = 1 } ^ { 4 } ( 2 n + 1 ),\sum _ { n = 1 } ^ { 1 0 } ( 2 n + 1 ) - \sum _ { n = 1 } ^ { 4 } ( z _ { n + 1 } + 1 ),\sum \limits _ { n = 1 } ^ { 1 0 } ( 2 n + 1 ) - \sum \limits _ { n = 1 } ^ { 4 } ( 2 n + 1 ),False,False,False,both_wrong,False,True,True,posformer_only,False,True
516_em_379,False,\lim _ { n \rightarrow \infty } f _ { n } ( x ) = 0,\lim \limits _ { n \rightarrow \infty } f _ { n } ( x ) = 0,\lim _ { n \rightarrow \infty } f _ { n } ( x ) = 0,\lim \limits _ { n \rightarrow \infty } f _ { n } ( x ) = 0,True,False,True,san_only,False,True,True,posformer_only,True,True
518_em_414,False,\lim _ { z \rightarrow z _ { 0 } } f ( z ) = f ( z _ { 0 } ),\lim \limits _ { z \rightarrow z _ { 0 } } f ( z ) = f ( z _ { 0 } ),\lim _ { z \rightarrow z _ { 0 } } f ( z ) = f ( z _ { 0 } ),\lim \limits _ { z \rightarrow z _ { 0 } } f ( z ) = f ( z _ { 0 } ),True,False,True,san_only,False,True,True,posformer_only,True,True
518_em_426,False,\pi \int _ { - R } ^ { R } R ^ { 2 } d x - \pi \int _ { - R } ^ { R } x ^ { 2 } d x,\pi \int \limits _ { - R } ^ { R } R ^ { 2 } d x - \pi \int \limits _ { - R } ^ { R } x ^ { 2 } d x,\pi \int _ { R } ^ { R } R ^ { 2 } d x - \pi \int _ { R } ^ { R } x ^ { 2 } d x,\pi \int \limits _ { - R } ^ { R } R ^ { 2 } d x - \pi \int \limits _ { - R } ^ { R } x ^ { 2 } d x,False,False,False,both_wrong,False,True,True,posformer_only,False,True
518_em_434,False,\sum _ { r = 1 } ^ { n } r ^ { 2 } = \frac { 1 } { 6 } n ( 2 n + 1 ) ( n + 1 ),\sum \limits _ { r = 1 } ^ { n } r ^ { 2 } = \frac { 1 } { 6 } n ( 2 n + 1 ) ( n + 1 ),\sum _ { r = 1 } ^ { n } r ^ { 2 } = \frac { 1 } { 6 } n ( 2 n + 1 ) ( n + 1 ),\sum \limits _ { n = 1 } ^ { n } r ^ { 2 } = \frac { 1 } { 6 } n ( 2 n + 1 ) ( n + 1 ),True,False,True,san_only,False,False,False,both_wrong,True,False
519_em_462,False,\sum _ { r = 1 } ^ { n } r,\sum \limits _ { r = 1 } ^ { n } r,\sum _ { v = 1 } ^ { n } r,\sum \limits _ { \gamma = 1 } ^ { n } r,False,False,False,both_wrong,False,False,False,both_wrong,False,False
RIT_2014_107,False,\sum _ { n = 1 } ^ { \infty } \frac { ( - 1 ) ^ { n } } { \sin n },\sum \limits _ { n = 1 } ^ { \infty } \frac { ( - 1 ) ^ { n } } { \sin n },\sum _ { n = 1 } ^ { \infty } \frac { ( - 1 ) ^ { n } } { \sin n },\sum \limits _ { n = 1 } ^ { \infty } \frac { ( - 1 ) ^ { n } } { \sin n },True,False,True,san_only,False,True,True,posformer_only,True,True
RIT_2014_123,False,\int _ { x _ { i - 1 } } ^ { x _ { i } } f ( x ) d x,\int \limits _ { x _ { i - 1 } } ^ { x _ { i } } f ( x ) d x,\int _ { x i 1 } ^ { x i } f ( x ) d x,\int \limits _ { x = 1 } ^ { x _ { i } } f ( x ) d x,False,False,False,both_wrong,False,False,False,both_wrong,False,False
RIT_2014_129,False,\int _ { 2 } ^ { b } f d \alpha,\int \limits _ { 2 } ^ { b } f d \alpha,\int _ { 2 } ^ { b } f d \alpha,\int \limits _ { a } ^ { b } f d \alpha,True,False,True,san_only,False,False,False,both_wrong,True,False
RIT_2014_133,False,0 \leq x \leq 2 \pi,0 \leq x \leq 2 \Pi,0 \leq X \leq 2 \pi,0 \leq X \leq 2 \pi,False,False,False,both_wrong,False,False,False,both_wrong,False,False
RIT_2014_15,False,\sum _ { n = 1 } ^ { \infty } x _ { n },\sum \limits _ { n = 1 } ^ { \infty } x _ { n },\sum _ { n = 1 } ^ { \infty } x _ { n },\sum \limits _ { n = 1 } ^ { \infty } x _ { n },True,False,True,san_only,False,True,True,posformer_only,True,True
RIT_2014_158,False,\sum _ { i = 1 } ^ { \infty } \frac { 1 } { 2 },\sum \limits _ { i = 1 } ^ { \infty } \frac { 1 } { 2 },\sum _ { i = 1 } ^ { \infty } \frac { 1 } { 2 },\sum \limits _ { i = 1 } ^ { \infty } \frac { 1 } { 2 },True,False,True,san_only,False,True,True,posformer_only,True,True
RIT_2014_162,False,\frac { \sum _ { i = 0 } ^ { m } b ^ { i } s ^ { i } } { \sum _ { i = 0 } ^ { n } a ^ { i } s ^ { i } },\frac { \sum \limits _ { i = 0 } ^ { m } b ^ { i } s ^ { i } } { \sum \limits _ { i = 0 } ^ { n } a ^ { i } s ^ { i } },\frac { \sum b ^ { i } s ^ { i } } { \sum _ { i = 0 } ^ { n } a ^ { i } s ^ { 2 } },\frac { \sum \limits _ { i = 0 } ^ { m } b ^ { i } s ^ { i } } { \sum \limits _ { i = 0 } ^ { n } a ^ { i } s ^ { i } },False,False,False,both_wrong,False,True,True,posformer_only,False,True
RIT_2014_181,False,\lim _ { b \rightarrow \infty } f ( b ),\lim \limits _ { b \rightarrow \infty } f ( b ),\lim _ { b \rightarrow \infty } f ( 6 ),\lim \limits _ { b \rightarrow \infty } f ( b ),False,False,False,both_wrong,False,True,True,posformer_only,False,True
RIT_2014_182,False,\sum _ { i = 1 } ^ { \infty } ( a _ { i } - b _ { i } ) ^ { 2 },\sum \limits _ { i = 1 } ^ { \infty } ( a _ { i } - b _ { i } ) ^ { 2 },\sum _ { i = 1 } ^ { \infty } ( a _ { i } - b i ) ^ { 2 },\sum \limits _ { i = 1 } ^ { \infty } ( a _ { i } - b i ) ^ { 2 },False,False,False,both_wrong,False,False,False,both_wrong,False,False
RIT_2014_183,False,\lim _ { x \rightarrow \infty } p _ { 2 } ( x ) > 0,\lim \limits _ { x \rightarrow \infty } p _ { 2 } ( x ) > 0,\lim _ { x \rightarrow \infty } p _ { 2 } ( x ) > 0,\lim \limits _ { X \rightarrow \infty } p _ { 2 } ( X ) > 0,True,False,True,san_only,False,False,False,both_wrong,True,False
RIT_2014_184,False,\lim _ { b \rightarrow \infty } f ( b ) = 0,\lim \limits _ { b \rightarrow \infty } f ( b ) = 0,\lim _ { b \rightarrow \infty } f ( 6 ) = 0,\lim \limits _ { b \rightarrow \infty } f ( 6 ) = 0,False,False,False,both_wrong,False,False,False,both_wrong,False,False
RIT_2014_185,False,\lim _ { n \rightarrow \infty } n \sin ( \frac { 2 ^ { \pi } } { n + 1 } ) - \lim _ { n \rightarrow \infty } n \frac { 2 \pi } { n + 1 } - 2 \pi,\lim \limits _ { n \rightarrow \infty } n \sin ( \frac { 2 ^ { \pi } } { n + 1 } ) - \lim \limits _ { n \rightarrow \infty } n \frac { 2 \pi } { n + 1 } - 2 \pi,\lim _ { n \rightarrow \infty } n \sin ( \frac { \pi } { n + 1 } ) - \lim _ { n \rightarrow 0 } n ^ { \frac { 2 \pi } { n + 1 } - 2 \pi },\lim \limits _ { n \rightarrow \infty } n \sin ( \frac { 2 \pi } { n + 1 } ) - \lim \limits _ { n \rightarrow 0 } n \frac { 2 \pi } { n + 1 } - 2 \pi },False,False,False,both_wrong,False,False,False,both_wrong,False,False
RIT_2014_191,False,x [ \infty ] = \lim _ { z \rightarrow 1 ( z - 1 ) x ( z ) },x [ \infty ] = \lim \limits _ { z \rightarrow 1 } ( z - 1 ) x ( z ),x [ \infty ] \cdot \lim _ { z \rightarrow 1 } ( z - 1 ) X ( z ),x [ \infty ] = \lim \limits _ { z \rightarrow 1 } ( z - 1 ) X ( z ),False,False,False,both_wrong,False,False,False,both_wrong,False,False
RIT_2014_193,False,E _ { t o t } = \sum _ { n } E _ { n },E _ { t o t } = \sum \limits _ { n } E _ { n },E _ { t k k } = \sum _ { n } E _ { n },E _ { t o k } = \sum \limits _ { n } E _ { n },False,False,False,both_wrong,False,False,False,both_wrong,False,False
RIT_2014_2,False,\lim _ { x \rightarrow c } f ( x ) = L,\lim \limits _ { x \rightarrow c } f ( x ) = L,\lim _ { x \rightarrow c } f ( x ) = L,\lim \limits _ { x \rightarrow c } f ( x ) = L,True,False,True,san_only,False,True,True,posformer_only,True,True
