id,latex_modelo1,posicion_modelo1,latex_modelo2,posicion_modelo2,misma_posicion,desplazamiento_posicion,normalizado_modelo1,normalizado_modelo2,tokens_modelo1,tokens_modelo2,texto_exacto_igual,espacios_normalizados_iguales,tokens_iguales,n_tokens_modelo1,n_tokens_modelo2,delta_n_tokens,distancia_tokens,operaciones,iguales_sin_limits,tipo_diferencia,archivo_modelo1,archivo_modelo2,hash_igual,pixeles_iguales,mismas_dimensiones,estado_conjunto
18_em_21,1 0 1 1 1 1 1 0 1 1 1 0 0 1 0 1 _ { 2 },13,1 0 1 1 1 1 1 0 1 1 1 0 0 1 0 1 _ { 2 },590,False,577,1 0 1 1 1 1 1 0 1 1 1 0 0 1 0 1 _ { 2 },1 0 1 1 1 1 1 0 1 1 1 0 0 1 0 1 _ { 2 },1 0 1 1 1 1 1 0 1 1 1 0 0 1 0 1 _ { 2 },1 0 1 1 1 1 1 0 1 1 1 0 0 1 0 1 _ { 2 },True,True,True,20,20,0,0,[],True,idéntica,18_em_21_0.bmp,18_em_21.bmp,True,True,True,imagen y anotación iguales
18_em_22,p _ { 1 } ^ { \gamma _ { 1 } } p _ { 2 } ^ { \gamma _ { 2 } } \cdots p _ { n } ^ { \gamma _ { n } },14,p _ { 1 } ^ { \gamma _ { 1 } } p _ { 2 } ^ { \gamma _ { 2 } } \cdots p _ { n } ^ { \gamma _ { n } },945,False,931,p _ { 1 } ^ { \gamma _ { 1 } } p _ { 2 } ^ { \gamma _ { 2 } } \cdots p _ { n } ^ { \gamma _ { n } },p _ { 1 } ^ { \gamma _ { 1 } } p _ { 2 } ^ { \gamma _ { 2 } } \cdots p _ { n } ^ { \gamma _ { n } },p _ { 1 } ^ { \gamma _ { 1 } } p _ { 2 } ^ { \gamma _ { 2 } } \cdots p _ { n } ^ { \gamma _ { n } },p _ { 1 } ^ { \gamma _ { 1 } } p _ { 2 } ^ { \gamma _ { 2 } } \cdots p _ { n } ^ { \gamma _ { n } },True,True,True,40,40,0,0,[],True,idéntica,18_em_22_0.bmp,18_em_22.bmp,True,True,True,imagen y anotación iguales
18_em_23,\frac { 1 8 \div 6 } { 2 4 \div 6 } = \frac { 3 } { 4 },15,\frac { 1 8 \div 6 } { 2 4 \div 6 } = \frac { 3 } { 4 },778,False,763,\frac { 1 8 \div 6 } { 2 4 \div 6 } = \frac { 3 } { 4 },\frac { 1 8 \div 6 } { 2 4 \div 6 } = \frac { 3 } { 4 },\frac { 1 8 \div 6 } { 2 4 \div 6 } = \frac { 3 } { 4 },\frac { 1 8 \div 6 } { 2 4 \div 6 } = \frac { 3 } { 4 },True,True,True,21,21,0,0,[],True,idéntica,18_em_23_0.bmp,18_em_23.bmp,True,True,True,imagen y anotación iguales
18_em_24,\frac { 7 5 2 9 5 3 6 } { 1 5 6 2 5 },16,\frac { 7 5 2 9 5 3 6 } { 1 5 6 2 5 },573,False,557,\frac { 7 5 2 9 5 3 6 } { 1 5 6 2 5 },\frac { 7 5 2 9 5 3 6 } { 1 5 6 2 5 },\frac { 7 5 2 9 5 3 6 } { 1 5 6 2 5 },\frac { 7 5 2 9 5 3 6 } { 1 5 6 2 5 },True,True,True,17,17,0,0,[],True,idéntica,18_em_24_0.bmp,18_em_24.bmp,True,True,True,imagen y anotación iguales
18_em_2,C _ { 1 } y _ { 1 } ^ { ( n - 1 ) } + C _ { 2 } y _ { 2 } ^ { ( n - 1 ) } + \ldots + C _ { n } y _ { n } ^ { ( n - 1 ) } = 0,17,C _ { 1 } y _ { 1 } ^ { ( n - 1 ) } + C _ { 2 } y _ { 2 } ^ { ( n - 1 ) } + \ldots + C _ { n } y _ { n } ^ { ( n - 1 ) } = 0,964,False,947,C _ { 1 } y _ { 1 } ^ { ( n - 1 ) } + C _ { 2 } y _ { 2 } ^ { ( n - 1 ) } + \ldots + C _ { n } y _ { n } ^ { ( n - 1 ) } = 0,C _ { 1 } y _ { 1 } ^ { ( n - 1 ) } + C _ { 2 } y _ { 2 } ^ { ( n - 1 ) } + \ldots + C _ { n } y _ { n } ^ { ( n - 1 ) } = 0,C _ { 1 } y _ { 1 } ^ { ( n - 1 ) } + C _ { 2 } y _ { 2 } ^ { ( n - 1 ) } + \ldots + C _ { n } y _ { n } ^ { ( n - 1 ) } = 0,C _ { 1 } y _ { 1 } ^ { ( n - 1 ) } + C _ { 2 } y _ { 2 } ^ { ( n - 1 ) } + \ldots + C _ { n } y _ { n } ^ { ( n - 1 ) } = 0,True,True,True,60,60,0,0,[],True,idéntica,18_em_2_0.bmp,18_em_2.bmp,True,True,True,imagen y anotación iguales
18_em_3,"q _ { 1 } , q _ { 2 } , \ldots , q _ { m }",18,"q _ { 1 } , q _ { 2 } , \ldots , q _ { m }",626,False,608,"q _ { 1 } , q _ { 2 } , \ldots , q _ { m }","q _ { 1 } , q _ { 2 } , \ldots , q _ { m }","q _ { 1 } , q _ { 2 } , \ldots , q _ { m }","q _ { 1 } , q _ { 2 } , \ldots , q _ { m }",True,True,True,19,19,0,0,[],True,idéntica,18_em_3_0.bmp,18_em_3.bmp,True,True,True,imagen y anotación iguales
18_em_4,e ^ { - n },19,e ^ { - n },169,False,150,e ^ { - n },e ^ { - n },e ^ { - n },e ^ { - n },True,True,True,6,6,0,0,[],True,idéntica,18_em_4_0.bmp,18_em_4.bmp,True,True,True,imagen y anotación iguales
18_em_5,\int g = \lim _ { n \rightarrow \infty } \int g _ { n },20,\int g = \lim \limits _ { n \rightarrow \infty } \int g _ { n },777,False,757,\int g = \lim _ { n \rightarrow \infty } \int g _ { n },\int g = \lim \limits _ { n \rightarrow \infty } \int g _ { n },\int g = \lim _ { n \rightarrow \infty } \int g _ { n },\int g = \lim \limits _ { n \rightarrow \infty } \int g _ { n },False,False,False,16,17,1,1,"[{""operacion"": ""insert"", ""tokens_modelo1"": [], ""tokens_modelo2"": [""\\limits""]}]",True,solo \limits,18_em_5_0.bmp,18_em_5.bmp,True,True,True,"imagen igual, anotación diferente"
18_em_6,g ( b ) - g ( a ) = b - a,21,g ( b ) - g ( a ) = b - a,416,False,395,g ( b ) - g ( a ) = b - a,g ( b ) - g ( a ) = b - a,g ( b ) - g ( a ) = b - a,g ( b ) - g ( a ) = b - a,True,True,True,13,13,0,0,[],True,idéntica,18_em_6_0.bmp,18_em_6.bmp,True,True,True,imagen y anotación iguales
18_em_7,\sin ^ { 2 } \theta,22,\sin ^ { 2 } \theta,316,False,294,\sin ^ { 2 } \theta,\sin ^ { 2 } \theta,\sin ^ { 2 } \theta,\sin ^ { 2 } \theta,True,True,True,6,6,0,0,[],True,idéntica,18_em_7_0.bmp,18_em_7.bmp,True,True,True,imagen y anotación iguales
18_em_8,x _ { L L L } \leq x _ { L L },23,x _ { L L L } \leq x _ { L L },477,False,454,x _ { L L L } \leq x _ { L L },x _ { L L L } \leq x _ { L L },x _ { L L L } \leq x _ { L L },x _ { L L L } \leq x _ { L L },True,True,True,14,14,0,0,[],True,idéntica,18_em_8_0.bmp,18_em_8.bmp,True,True,True,imagen y anotación iguales
18_em_9,\frac { a } { b + \sqrt { c } },24,\frac { a } { b + \sqrt { c } },496,False,472,\frac { a } { b + \sqrt { c } },\frac { a } { b + \sqrt { c } },\frac { a } { b + \sqrt { c } },\frac { a } { b + \sqrt { c } },True,True,True,12,12,0,0,[],True,idéntica,18_em_9_0.bmp,18_em_9.bmp,True,True,True,imagen y anotación iguales
20_em_25,\sin ( x + y ) = \sin x \cos y + \cos x \sin y,25,\sin ( x + y ) = \sin x \cos y + \cos x \sin y,679,False,654,\sin ( x + y ) = \sin x \cos y + \cos x \sin y,\sin ( x + y ) = \sin x \cos y + \cos x \sin y,\sin ( x + y ) = \sin x \cos y + \cos x \sin y,\sin ( x + y ) = \sin x \cos y + \cos x \sin y,True,True,True,16,16,0,0,[],True,idéntica,20_em_25_0.bmp,20_em_25.bmp,True,True,True,imagen y anotación iguales
20_em_26,\frac { 9 } { 9 + \sqrt { 9 } },26,\frac { 9 } { 9 + \sqrt { 9 } },492,False,466,\frac { 9 } { 9 + \sqrt { 9 } },\frac { 9 } { 9 + \sqrt { 9 } },\frac { 9 } { 9 + \sqrt { 9 } },\frac { 9 } { 9 + \sqrt { 9 } },True,True,True,12,12,0,0,[],True,idéntica,20_em_26_0.bmp,20_em_26.bmp,True,True,True,imagen y anotación iguales
20_em_27,R _ { o } = \frac { ( \frac { \beta + 1 } { \beta } ) r _ { e } + ( \beta + 2 + \frac { 2 } { \beta } ) r _ { o } } { 2 + \frac { 2 } { \beta } },27,R _ { o } = \frac { ( \frac { \beta + 1 } { \beta } ) r _ { e } + ( \beta + 2 + \frac { 2 } { \beta } ) r _ { o } } { 2 + \frac { 2 } { \beta } },977,False,950,R _ { o } = \frac { ( \frac { \beta + 1 } { \beta } ) r _ { e } + ( \beta + 2 + \frac { 2 } { \beta } ) r _ { o } } { 2 + \frac { 2 } { \beta } },R _ { o } = \frac { ( \frac { \beta + 1 } { \beta } ) r _ { e } + ( \beta + 2 + \frac { 2 } { \beta } ) r _ { o } } { 2 + \frac { 2 } { \beta } },R _ { o } = \frac { ( \frac { \beta + 1 } { \beta } ) r _ { e } + ( \beta + 2 + \frac { 2 } { \beta } ) r _ { o } } { 2 + \frac { 2 } { \beta } },R _ { o } = \frac { ( \frac { \beta + 1 } { \beta } ) r _ { e } + ( \beta + 2 + \frac { 2 } { \beta } ) r _ { o } } { 2 + \frac { 2 } { \beta } },True,True,True,55,55,0,0,[],True,idéntica,20_em_27_0.bmp,20_em_27.bmp,True,True,True,imagen y anotación iguales
20_em_28,1 . 3 7 9 1 9 4 1 7 1,28,1 . 3 7 9 1 9 4 1 7 1,355,False,327,1 . 3 7 9 1 9 4 1 7 1,1 . 3 7 9 1 9 4 1 7 1,1 . 3 7 9 1 9 4 1 7 1,1 . 3 7 9 1 9 4 1 7 1,True,True,True,11,11,0,0,[],True,idéntica,20_em_28_0.bmp,20_em_28.bmp,True,True,True,imagen y anotación iguales
20_em_29,"( - \infty , \infty )",29,"( - \infty , \infty )",349,False,320,"( - \infty , \infty )","( - \infty , \infty )","( - \infty , \infty )","( - \infty , \infty )",True,True,True,6,6,0,0,[],True,idéntica,20_em_29_0.bmp,20_em_29.bmp,True,True,True,imagen y anotación iguales
20_em_30,I _ { S },30,I _ { S },121,False,91,I _ { S },I _ { S },I _ { S },I _ { S },True,True,True,5,5,0,0,[],True,idéntica,20_em_30_0.bmp,20_em_30.bmp,True,True,True,imagen y anotación iguales
20_em_31,X X ^ { - 1 } = X ^ { - 1 } X = I,31,X X ^ { - 1 } = X ^ { - 1 } X = I,510,False,479,X X ^ { - 1 } = X ^ { - 1 } X = I,X X ^ { - 1 } = X ^ { - 1 } X = I,X X ^ { - 1 } = X ^ { - 1 } X = I,X X ^ { - 1 } = X ^ { - 1 } X = I,True,True,True,17,17,0,0,[],True,idéntica,20_em_31_0.bmp,20_em_31.bmp,True,True,True,imagen y anotación iguales
20_em_32,\frac { \pi } { 3 },32,\frac { \pi } { 3 },319,False,287,\frac { \pi } { 3 },\frac { \pi } { 3 },\frac { \pi } { 3 },\frac { \pi } { 3 },True,True,True,7,7,0,0,[],True,idéntica,20_em_32_0.bmp,20_em_32.bmp,True,True,True,imagen y anotación iguales
20_em_33,R _ { a } = \frac { R _ { 1 } R _ { 2 } + R _ { 2 } R _ { 3 } + R _ { 3 } R _ { 1 } } { R _ { 2 } },33,R _ { a } = \frac { R _ { 1 } R _ { 2 } + R _ { 2 } R _ { 3 } + R _ { 3 } R _ { 1 } } { R _ { 2 } },943,False,910,R _ { a } = \frac { R _ { 1 } R _ { 2 } + R _ { 2 } R _ { 3 } + R _ { 3 } R _ { 1 } } { R _ { 2 } },R _ { a } = \frac { R _ { 1 } R _ { 2 } + R _ { 2 } R _ { 3 } + R _ { 3 } R _ { 1 } } { R _ { 2 } },R _ { a } = \frac { R _ { 1 } R _ { 2 } + R _ { 2 } R _ { 3 } + R _ { 3 } R _ { 1 } } { R _ { 2 } },R _ { a } = \frac { R _ { 1 } R _ { 2 } + R _ { 2 } R _ { 3 } + R _ { 3 } R _ { 1 } } { R _ { 2 } },True,True,True,48,48,0,0,[],True,idéntica,20_em_33_0.bmp,20_em_33.bmp,True,True,True,imagen y anotación iguales
20_em_34,\sin ( a + b ),34,\sin ( a + b ),228,False,194,\sin ( a + b ),\sin ( a + b ),\sin ( a + b ),\sin ( a + b ),True,True,True,6,6,0,0,[],True,idéntica,20_em_34_0.bmp,20_em_34.bmp,True,True,True,imagen y anotación iguales
20_em_35,\mu \geq 0,35,\mu \geq 0,149,False,114,\mu \geq 0,\mu \geq 0,\mu \geq 0,\mu \geq 0,True,True,True,3,3,0,0,[],True,idéntica,20_em_35_0.bmp,20_em_35.bmp,True,True,True,imagen y anotación iguales
20_em_36,e _ { 5 } - 5 e _ { 4 },36,e _ { 5 } - 5 e _ { 4 },370,False,334,e _ { 5 } - 5 e _ { 4 },e _ { 5 } - 5 e _ { 4 },e _ { 5 } - 5 e _ { 4 },e _ { 5 } - 5 e _ { 4 },True,True,True,12,12,0,0,[],True,idéntica,20_em_36_0.bmp,20_em_36.bmp,True,True,True,imagen y anotación iguales
20_em_37,\frac { 3 \times 3 ^ { 2 } } { 2 } + \frac { 5 \times ( - 5 ) ^ { 2 } } { 2 } = \frac { 3 \times v _ { 1 } ^ { 2 } } { 2 } + \frac { 5 \times v _ { 2 } ^ { 2 } } { 2 },37,\frac { 3 \times 3 ^ { 2 } } { 2 } + \frac { 5 \times ( - 5 ) ^ { 2 } } { 2 } = \frac { 3 \times v _ { 1 } ^ { 2 } } { 2 } + \frac { 5 \times v _ { 2 } ^ { 2 } } { 2 },982,False,945,\frac { 3 \times 3 ^ { 2 } } { 2 } + \frac { 5 \times ( - 5 ) ^ { 2 } } { 2 } = \frac { 3 \times v _ { 1 } ^ { 2 } } { 2 } + \frac { 5 \times v _ { 2 } ^ { 2 } } { 2 },\frac { 3 \times 3 ^ { 2 } } { 2 } + \frac { 5 \times ( - 5 ) ^ { 2 } } { 2 } = \frac { 3 \times v _ { 1 } ^ { 2 } } { 2 } + \frac { 5 \times v _ { 2 } ^ { 2 } } { 2 },\frac { 3 \times 3 ^ { 2 } } { 2 } + \frac { 5 \times ( - 5 ) ^ { 2 } } { 2 } = \frac { 3 \times v _ { 1 } ^ { 2 } } { 2 } + \frac { 5 \times v _ { 2 } ^ { 2 } } { 2 },\frac { 3 \times 3 ^ { 2 } } { 2 } + \frac { 5 \times ( - 5 ) ^ { 2 } } { 2 } = \frac { 3 \times v _ { 1 } ^ { 2 } } { 2 } + \frac { 5 \times v _ { 2 } ^ { 2 } } { 2 },True,True,True,66,66,0,0,[],True,idéntica,20_em_37_0.bmp,20_em_37.bmp,True,True,True,imagen y anotación iguales
20_em_38,Y _ { t + 1 },38,Y _ { t + 1 },223,False,185,Y _ { t + 1 },Y _ { t + 1 },Y _ { t + 1 },Y _ { t + 1 },True,True,True,7,7,0,0,[],True,idéntica,20_em_38_0.bmp,20_em_38.bmp,True,True,True,imagen y anotación iguales
20_em_39,n ^ { 2 } + n - n,39,n ^ { 2 } + n - n,291,False,252,n ^ { 2 } + n - n,n ^ { 2 } + n - n,n ^ { 2 } + n - n,n ^ { 2 } + n - n,True,True,True,9,9,0,0,[],True,idéntica,20_em_39_0.bmp,20_em_39.bmp,True,True,True,imagen y anotación iguales
20_em_40,\sqrt { 4 x ^ { 5 } + x },40,\sqrt { 4 x ^ { 5 } + x },425,False,385,\sqrt { 4 x ^ { 5 } + x },\sqrt { 4 x ^ { 5 } + x },\sqrt { 4 x ^ { 5 } + x },\sqrt { 4 x ^ { 5 } + x },True,True,True,11,11,0,0,[],True,idéntica,20_em_40_0.bmp,20_em_40.bmp,True,True,True,imagen y anotación iguales
20_em_41,9 / 5,41,9 / 5,56,False,15,9 / 5,9 / 5,9 / 5,9 / 5,True,True,True,3,3,0,0,[],True,idéntica,20_em_41_0.bmp,20_em_41.bmp,True,True,True,imagen y anotación iguales
20_em_42,1 7,42,1 7,23,False,-19,1 7,1 7,1 7,1 7,True,True,True,2,2,0,0,[],True,idéntica,20_em_42_0.bmp,20_em_42.bmp,True,True,True,imagen y anotación iguales
20_em_43,( 6 4 8 + 6 4 8 ) ^ { \frac { 1 } { 4 } } + 8,43,( 6 4 8 + 6 4 8 ) ^ { \frac { 1 } { 4 } } + 8,669,False,626,( 6 4 8 + 6 4 8 ) ^ { \frac { 1 } { 4 } } + 8,( 6 4 8 + 6 4 8 ) ^ { \frac { 1 } { 4 } } + 8,( 6 4 8 + 6 4 8 ) ^ { \frac { 1 } { 4 } } + 8,( 6 4 8 + 6 4 8 ) ^ { \frac { 1 } { 4 } } + 8,True,True,True,21,21,0,0,[],True,idéntica,20_em_43_0.bmp,20_em_43.bmp,True,True,True,imagen y anotación iguales
20_em_44,8 c m,44,8 c m,61,False,17,8 c m,8 c m,8 c m,8 c m,True,True,True,3,3,0,0,[],True,idéntica,20_em_44_0.bmp,20_em_44.bmp,True,True,True,imagen y anotación iguales
20_em_45,\sqrt { C _ { n } },45,\sqrt { C _ { n } },333,False,288,\sqrt { C _ { n } },\sqrt { C _ { n } },\sqrt { C _ { n } },\sqrt { C _ { n } },True,True,True,8,8,0,0,[],True,idéntica,20_em_45_0.bmp,20_em_45.bmp,True,True,True,imagen y anotación iguales
20_em_46,\frac { d _ { 1 } - 2 } { d _ { 1 } } \frac { d _ { 2 } } { d _ { 2 } + 2 },46,\frac { d _ { 1 } - 2 } { d _ { 1 } } \frac { d _ { 2 } } { d _ { 2 } + 2 },890,False,844,\frac { d _ { 1 } - 2 } { d _ { 1 } } \frac { d _ { 2 } } { d _ { 2 } + 2 },\frac { d _ { 1 } - 2 } { d _ { 1 } } \frac { d _ { 2 } } { d _ { 2 } + 2 },\frac { d _ { 1 } - 2 } { d _ { 1 } } \frac { d _ { 2 } } { d _ { 2 } + 2 },\frac { d _ { 1 } - 2 } { d _ { 1 } } \frac { d _ { 2 } } { d _ { 2 } + 2 },True,True,True,34,34,0,0,[],True,idéntica,20_em_46_0.bmp,20_em_46.bmp,True,True,True,imagen y anotación iguales
20_em_47,5 3 9 5,47,5 3 9 5,82,False,35,5 3 9 5,5 3 9 5,5 3 9 5,5 3 9 5,True,True,True,4,4,0,0,[],True,idéntica,20_em_47_0.bmp,20_em_47.bmp,True,True,True,imagen y anotación iguales
20_em_48,f ( 1 . 9 9 ) = 3 . 9 9 2 1 9 2 0 1,48,f ( 1 . 9 9 ) = 3 . 9 9 2 1 9 2 0 1,533,False,485,f ( 1 . 9 9 ) = 3 . 9 9 2 1 9 2 0 1,f ( 1 . 9 9 ) = 3 . 9 9 2 1 9 2 0 1,f ( 1 . 9 9 ) = 3 . 9 9 2 1 9 2 0 1,f ( 1 . 9 9 ) = 3 . 9 9 2 1 9 2 0 1,True,True,True,18,18,0,0,[],True,idéntica,20_em_48_0.bmp,20_em_48.bmp,True,True,True,imagen y anotación iguales
20_em_49,6 f t,49,6 f t,44,False,-5,6 f t,6 f t,6 f t,6 f t,True,True,True,3,3,0,0,[],True,idéntica,20_em_49_0.bmp,20_em_49.bmp,True,True,True,imagen y anotación iguales
23_em_50,d ^ { - 7 },50,d ^ { - 7 },159,False,109,d ^ { - 7 },d ^ { - 7 },d ^ { - 7 },d ^ { - 7 },True,True,True,6,6,0,0,[],True,idéntica,23_em_50_0.bmp,23_em_50.bmp,True,True,True,imagen y anotación iguales
23_em_51,n = p _ { 1 } ^ { e _ { 1 } } p _ { 2 } ^ { e _ { 2 } } \ldots p _ { m } ^ { e _ { m } },51,n = p _ { 1 } ^ { e _ { 1 } } p _ { 2 } ^ { e _ { 2 } } \ldots p _ { m } ^ { e _ { m } },928,False,877,n = p _ { 1 } ^ { e _ { 1 } } p _ { 2 } ^ { e _ { 2 } } \ldots p _ { m } ^ { e _ { m } },n = p _ { 1 } ^ { e _ { 1 } } p _ { 2 } ^ { e _ { 2 } } \ldots p _ { m } ^ { e _ { m } },n = p _ { 1 } ^ { e _ { 1 } } p _ { 2 } ^ { e _ { 2 } } \ldots p _ { m } ^ { e _ { m } },n = p _ { 1 } ^ { e _ { 1 } } p _ { 2 } ^ { e _ { 2 } } \ldots p _ { m } ^ { e _ { m } },True,True,True,42,42,0,0,[],True,idéntica,23_em_51_0.bmp,23_em_51.bmp,True,True,True,imagen y anotación iguales
23_em_52,2 p,52,2 p,0,False,-52,2 p,2 p,2 p,2 p,True,True,True,2,2,0,0,[],True,idéntica,23_em_52_0.bmp,23_em_52.bmp,True,True,True,imagen y anotación iguales
23_em_53,\frac { 1 } { 3 } + \frac { 1 } { 3 },53,\frac { 1 } { 3 } + \frac { 1 } { 3 },560,False,507,\frac { 1 } { 3 } + \frac { 1 } { 3 },\frac { 1 } { 3 } + \frac { 1 } { 3 },\frac { 1 } { 3 } + \frac { 1 } { 3 },\frac { 1 } { 3 } + \frac { 1 } { 3 },True,True,True,15,15,0,0,[],True,idéntica,23_em_53_0.bmp,23_em_53.bmp,True,True,True,imagen y anotación iguales
23_em_54,\beta _ { 0 } = 1 0 0 0,54,\beta _ { 0 } = 1 0 0 0,371,False,317,\beta _ { 0 } = 1 0 0 0,\beta _ { 0 } = 1 0 0 0,\beta _ { 0 } = 1 0 0 0,\beta _ { 0 } = 1 0 0 0,True,True,True,10,10,0,0,[],True,idéntica,23_em_54_0.bmp,23_em_54.bmp,True,True,True,imagen y anotación iguales
23_em_55,\sqrt { 1 1 3 },55,\sqrt { 1 1 3 },253,False,198,\sqrt { 1 1 3 },\sqrt { 1 1 3 },\sqrt { 1 1 3 },\sqrt { 1 1 3 },True,True,True,6,6,0,0,[],True,idéntica,23_em_55_0.bmp,23_em_55.bmp,True,True,True,imagen y anotación iguales
